2025-11-06	19:46:57	c74adc9b-3ed9-48a2-9072-1e9aec4e0047	GET	/	undefined
2025-11-06	19:47:06	cf1098da-e5bd-4ff7-a1af-fc71cc547c48	GET	/tarefas	undefined
2025-11-06	19:48:42	136583d9-bbb5-4fff-aaeb-a64e11ad5623	POST	/tarefas	undefined
2025-11-06	20:00:27	5f09c83b-d011-4176-aa74-dfa65c768d69	POST	/tarefas	undefined
2025-11-06	20:00:48	af50fe76-5a18-4ab6-8ae1-20ecf8aeb632	POST	/tarefas	undefined
2025-11-06	20:00:57	a97ba79b-a41c-488c-90d7-6bc97f1168e0	POST	/tarefas	undefined
2025-11-06	20:01:15	ec10a1e9-627a-4d01-afa6-4d4659b2f459	GET	/tarefas	undefined
2025-11-06	20:03:54	dfc8f83b-cb7a-4c4b-a85e-f42bf793a39e	GET	/tarefas	undefined
2025-11-06	20:04:11	19928658-7431-4532-a43f-6346ad184284	GET	/tarefas	undefined
2025-11-06	20:05:10	4b6a8598-6021-461d-95c6-705ce470d963	GET	/tarefas/2	undefined
2025-11-06	20:06:18	ee66cf12-d990-4033-8459-eddffa265e3b	GET	/tarefa/2	undefined
2025-11-06	20:06:54	2a3fdd1f-13a6-4613-b027-a60973509413	DELETE	/tarefa/2	undefined
2025-11-06	20:07:35	1265566d-3126-41db-986a-985af5d1b522	POST	/tarefas	undefined
2025-11-06	20:07:55	8c7719e2-3221-4ca2-ae8c-1f42f2c98c91	POST	/tarefas	undefined
2025-11-06	20:08:11	5eb0f7ff-295c-4bca-9212-d7795f7589fe	POST	/tarefas	undefined
2025-11-06	20:08:17	2c409266-ce84-4d85-b414-ca96d4eece31	POST	/tarefas	undefined
2025-11-06	20:09:17	0d506c1d-8b0c-41b6-8afa-37e94e8cbef0	POST	/tarefa	undefined
2025-11-06	20:09:56	cafb6c33-aa08-4956-9dd2-bce1303e5af3	PUT	/tarefa/4	undefined
2025-11-06	20:10:35	810c2b0e-1983-444c-bea8-3a8b52d17724	PATCH	/tarefa/5/status	undefined
2025-11-06	20:11:12	a3c7885e-180a-4c2d-a379-a422a3d8ece4	PUT	/tarefa/5	undefined
2025-11-06	20:11:37	08422ebc-34c2-4978-be92-c96c455af80b	PATCH	/tarefa/5/status	undefined
2025-11-06	20:11:47	09de4861-857a-4709-9e54-dbcca1519067	PATCH	/tarefa/5/status	undefined
2025-11-06	20:12:06	1531d661-71a8-4477-ae78-04e6d237dbc2	DELETE	/tarefa/2	undefined
2025-11-06	20:12:15	4e923a53-74a1-441a-84db-ba96623dea8d	DELETE	/tarefa/3	undefined
2025-11-08	17:46:36	11ee53b9-92df-47cc-976b-3436ffb7226c	GET	/	undefined
2025-11-08	17:46:43	11682205-01da-4a80-a078-a67fe6e680a9	GET	/tarefa/3	undefined
2025-11-08	17:46:48	b754ea27-a25d-4ccc-9a29-a0a5f4536e2c	GET	/tarefas	undefined
2025-11-08	17:48:05	7da7dfb3-ce36-4405-9136-4138bf53ce4c	GET	/tarefas/4	undefined
2025-11-08	17:48:12	cbfbe923-88c1-4b63-9b55-9c005c116dc4	GET	/tarefa/4	undefined
2025-11-08	17:49:16	98ce6c7a-4dfe-4c62-989c-817d08c66218	GET	/tarefa/5/status	undefined
2025-11-08	17:49:35	ba61408b-a46f-4a3e-b6ad-c933622dbc95	GET	/tarefa/4/status	undefined
2025-11-08	17:50:00	81acb7ed-8dfc-4de2-a245-a3dc1f795d01	GET	/tarefa/4/status	undefined
2025-11-08	17:50:19	1833e64d-bf2f-4d09-b6db-a274717fa0ce	GET	/tarefa/4/status	undefined
2025-11-08	17:50:44	779f9e0a-07ff-4298-b53a-6096c3ff264c	GET	/tarefas/4/status	undefined
2025-11-08	17:51:12	e9059545-8c7c-424d-9e4f-5b8f7a5dcf4b	PATCH	/tarefas/4/status	undefined
2025-11-08	17:51:23	58e45e49-1373-4aab-a867-f1e66f2bab81	PATCH	/tarefa/4/status	undefined
2025-11-08	17:51:37	0e097f81-b34f-41cc-ac68-6fe896cbd6d9	PATCH	/tarefa/4/status	undefined
2025-11-08	17:54:39	b08f01f6-59d4-4acc-a81f-ba30fabeaa38	PATCH	/tarefa/4/status	undefined
2025-11-08	17:54:55	54349c85-2271-4c25-8307-aa1c79fe0412	PATCH	/tarefa/4/status	undefined
2025-11-08	17:55:14	11b8badb-11ce-4d95-93da-ac2184e556ff	PATCH	/tarefa/4/status	undefined
2025-11-08	17:58:38	7c66f098-0ab0-4aab-a7a5-36b9b3194642	POST	/tarefas	undefined
2025-11-08	17:59:26	cc578590-2f41-4df9-ae7a-1f2c473e018d	POST	/tarefas	undefined
2025-11-08	17:59:53	00cb9aa7-3a3b-4939-83eb-c38ab657b466	POST	/tarefas	undefined
2025-11-08	18:00:16	ab9c96b2-39b1-4832-9481-c78a7571ecee	POST	/tarefas	undefined
2025-11-10	21:26:10	f5deb496-1692-4f1a-a8c6-1306b6eb1019	GET	/tarefas	undefined
2025-11-11	11:56:45	dd86e90a-376a-42dc-8130-7042d5bef8a0	GET	/tarefas	undefined
2025-11-11	11:57:08	27483894-5976-478b-aaa5-38be22fef77e	POST	/tarefas	undefined
2025-11-11	11:59:03	04ca7dc7-3553-4be1-bca9-0811fa7a5ead	POST	/tarefas	undefined
2025-11-11	12:01:17	5edb5cd7-5a12-45ac-9dd3-f33c8c63eff7	POST	/tarefas	undefined
2025-11-11	12:01:40	80c14f9f-82e2-47a2-b2c9-a7c3a8a1afac	POST	/tarefas	undefined
